CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
MIEE8D001X;201617;NORD OVEST;20152,0;F205;MIIC8D000T;IC IQBAL MASIH/MILANO;VIA VITERBO - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8D000T@istruzione.it;Non Disponibile;VIA VITERBO 31;MILANO;LOMBARDIA;SI;http//www.icsiqbalmasih.gov.it;True;9,1076737;45,45614279999999;SCUOLA PRIMARIA;232
MIEE8CT01X;201617;NORD OVEST;20162,0;F205;MIIC8CT00T;IC VITTORIO LOCCHI/MILANO;VITTORIO LOCCHI - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8CT00T@istruzione.it;Non Disponibile;VIA PASSERINI 4 8;MILANO;LOMBARDIA;SI;www.comprensivolocchi.it;True;9,1934635;45,5155292;SCUOLA PRIMARIA;328
MIMM11300B;201617;NORD OVEST;20122,0;F205;MIMM11300B;"SMS VIA VIVAIO ""PER CIECHI""";"SMS VIA VIVAIO ""PER CIECHI""";PER CIECHI;MILANO;SCUOLA PRIMO GRADO;SI;Non Disponibile;MIMM11300B@istruzione.it;mimm11300b@pec.istruzione.it;VIA VIVAIO 7;MILANO;LOMBARDIA;SI;www.scuolavivaio.gov.it;True;9,2042;45,46863;SCUOLA SECONDARIA I GRADO;226
MIMM8FY01P;201617;NORD OVEST;20146,0;F205;MIIC8FY00N;I.C VIA VESPRI SICILIANI/MILANO;"SMS ""RINASCITA-A.LIVI""";SPERIMENTALE PER DM;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8FY00N@istruzione.it;Non Disponibile;VIA CARRIERA ROSALBA N? 12/14;MILANO;LOMBARDIA;SI;WWW.ICSVESPRI.GOV;True;9,1436624;45,44693529999999;SCUOLA SECONDARIA I GRADO;250
MIEE8C0019;201617;NORD OVEST;20152,0;F205;MIIC8C0007;IC LUIGI EINAUDI /MILANO;"SCUOLA ELEMENTARE ""L. EINAUDI""";NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8C0007@istruzione.it;Non Disponibile;VIA VAL D'INTELVI 11;MILANO;LOMBARDIA;SI;www.icseinaudipascoli.gov.it;True;9,0873242;45,46046740000001;SCUOLA PRIMARIA;522
MIMM8C7013;201617;NORD OVEST;20153,0;F205;MIIC8C7002;I.C. LUCIANO MANARA;BENEDETTO MARCELLO;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8C7002@istruzione.it;Non Disponibile;VIA BENJAMIN CONSTANT 19;MILANO;LOMBARDIA;SI;www.isitutolucianomanara.gov.it;True;9,1139315;45,4721945;SCUOLA SECONDARIA I GRADO;347
MIMM8CE01B;201617;NORD OVEST;20144,0;F205;MIIC8CE00A;"IC ""G. PASCOLI""/MILANO";ACHILLE MAURI;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8CE00A@istruzione.it;Non Disponibile;VIA ANGELO MAURI 10;MILANO;LOMBARDIA;SI;www.icspascoli-mi.gov.it;True;9,161001800000001;45,4655604;SCUOLA SECONDARIA I GRADO;475
MIEE82001P;201617;NORD OVEST;20152,0;F205;MIIC82000L;IC BRUNO MUNARI/ MILANO;FRATELLI CERVI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC82000L@istruzione.it;Non Disponibile;VIA DEI SALICI 2;MILANO;LOMBARDIA;SI;www.icbrunomunari.gov.it;True;9,0801697;45,4520442;SCUOLA PRIMARIA;324
MIEE8D102R;201617;NORD OVEST;20155,0;F205;MIIC8D100N;IC RINNOVATA PIZZIGONI/MILANO;DANTE ALIGHIERI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8D100N@istruzione.it;Non Disponibile;VIA MAC MAHON 100;MILANO;LOMBARDIA;SI;www.scuolarinnovata.it;True;9,1561459;45,4956182;SCUOLA PRIMARIA;242
MIEE8CR05C;201617;NORD OVEST;20161,0;F205;MIIC8CR006;IC SORELLE AGAZZI/ MILANO;P.ZZA GASPARRI - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8CR006@istruzione.it;Non Disponibile;P.ZZA GASPARRI 6;MILANO;LOMBARDIA;SI;www.icsorelleagazzi.gov.it;True;9,162136300000002;45,525729600000005;SCUOLA PRIMARIA;188
MIEE8D101Q;201617;NORD OVEST;20155,0;F205;MIIC8D100N;IC RINNOVATA PIZZIGONI/MILANO;RINNOVATA PIZZIGONI-MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8D100N@istruzione.it;Non Disponibile;VIA C.DA CASTELLO 10;MILANO;LOMBARDIA;SI;www.scuolarinnovata.it;True;9,1586361;45,496284;SCUOLA PRIMARIA;609
MIEE8FW025;201617;NORD OVEST;20142,0;F205;MIIC8FW002;I.C. VIA ARCADIA - MILANO;VIA BARONI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8FW002@istruzione.it;Non Disponibile;VIA BARONI 73;MILANO;LOMBARDIA;SI;www.arcadia.gov.it;True;9,1704541;45,4113674;SCUOLA PRIMARIA;230
MIEE82002Q;201617;NORD OVEST;20152,0;F205;MIIC82000L;IC BRUNO MUNARI/ MILANO;N.TOMMASEO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC82000L@istruzione.it;Non Disponibile;VIA MUGGIANO 14;MILANO;LOMBARDIA;SI;www.icbrunomunari.gov.it;True;9,07074;45,44891;SCUOLA PRIMARIA;95
MIMM8D001V;201617;NORD OVEST;20152,0;F205;MIIC8D000T;IC IQBAL MASIH/MILANO;SMS IQBAL MASIH -;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8D000T@istruzione.it;Non Disponibile;VIA BIANCA MILESI 4;MILANO;LOMBARDIA;SI;www.icsiqbalmasih.gov.it;True;9,1031381;45,46030820000001;SCUOLA SECONDARIA I GRADO;417
MIEE8FW014;201617;NORD OVEST;20142,0;F205;MIIC8FW002;I.C. VIA ARCADIA - MILANO;VIA DELL'ARCADIA - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8FW002@istruzione.it;Non Disponibile;VIA DELL'ARCADIA;MILANO;LOMBARDIA;SI;www.arcadia.gov.it;True;9,171453;45,4168988;SCUOLA PRIMARIA;331
MIMM823015;201617;NORD OVEST;20139,0;F205;MIIC823004;I.C. MARCELLO CANDIA;I.C. MARCELLO CANDIA;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC823004@istruzione.it;Non Disponibile;VIA MINCIO 21;MILANO;LOMBARDIA;SI;www.icmarcellocandia.it;True;9,218294199999999;45,4391407;SCUOLA SECONDARIA I GRADO;330
MIEE8BB02B;201617;NORD OVEST;20123,0;F205;MIIC8BB008;IC A. DIAZ/MILANO;E.DE MARCHI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8BB008@istruzione.it;Non Disponibile;VIA SANT'ORSOLA 15;MILANO;LOMBARDIA;SI;www.icsdiaz.it;True;9,1805831;45,4626277;SCUOLA PRIMARIA;326
MIMM8CR017;201617;NORD OVEST;20161,0;F205;MIIC8CR006;IC SORELLE AGAZZI/ MILANO;GANDHI - RODARI;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8CR006@istruzione.it;Non Disponibile;P.ZZA GASPARRI 6 - VIA GABBRO 6/A;MILANO;LOMBARDIA;SI;WWW.ICSORELLEAGAZZI.GOV.IT;True;9,1612847;45,5147258;SCUOLA SECONDARIA I GRADO;264
MIEE823027;201617;NORD OVEST;20139,0;F205;MIIC823004;I.C. MARCELLO CANDIA;I.C. MARCELLO CANDIA;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC823004@istruzione.it;Non Disponibile;VIA VALLARSA 19;MILANO;LOMBARDIA;SI;http//www.icmarcellocandia.it/;True;9,210021800000002;45,44263670000001;SCUOLA PRIMARIA;323
MIEE81401B;201617;NORD OVEST;20123,0;F205;MIIC814009;IC CAVALIERI/MILANO;ARIBERTO AGGR. SMS CAVALIERI-MI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC814009@istruzione.it;Non Disponibile;VIA ARIBERTO INTIMIANO 14;MILANO;LOMBARDIA;SI;www.iccavalieri.gov.it;True;9,1733132;45,45892620000001;SCUOLA PRIMARIA;471
MIMM81401A;201617;NORD OVEST;20123,0;F205;MIIC814009;IC CAVALIERI/MILANO;CAVALIERI;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC814009@istruzione.it;Non Disponibile;VIA ANCO MARZIO 9;MILANO;LOMBARDIA;SI;www.iccavalieri.gov.it;True;9,170311500000002;45,4597805;SCUOLA SECONDARIA I GRADO;489
MIEE8BB01A;201617;NORD OVEST;20122,0;F205;MIIC8BB008;IC A. DIAZ/MILANO;A.DIAZ - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8BB008@istruzione.it;Non Disponibile;VIA CROCEFISSO 15;MILANO;LOMBARDIA;SI;www.icsdiaz.GOV.IT;True;9,1858051;45,45703169999999;SCUOLA PRIMARIA;471
MIEE8FW036;201617;NORD OVEST;20142,0;F205;MIIC8FW002;I.C. VIA ARCADIA - MILANO;VIA FERABOLI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8FW002@istruzione.it;Non Disponibile;VIA FERABOLI 44;MILANO;LOMBARDIA;SI;www.arcadia.gov.it;True;9,1702719;45,4146888;SCUOLA PRIMARIA;288
MIEE8CR04B;201617;NORD OVEST;20161,0;F205;MIIC8CR006;IC SORELLE AGAZZI/ MILANO;VIA GABBRO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8CR006@istruzione.it;Non Disponibile;VIA GABBRO 6;MILANO;LOMBARDIA;SI;WWW.ICSSORELLEAGAZZI.GOV.IT;True;9,1605159;45,5153296;SCUOLA PRIMARIA;214
MIMM8AG01T;201617;NORD OVEST;20157,0;F205;MIIC8AG00R;IC VIA VAL LAGARINA /MILANO;VICO;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8AG00R@istruzione.it;Non Disponibile;VIA ORSINI FELICE 25;MILANO;LOMBARDIA;SI;www.icsviavallagarina.cov.it;True;9,1328774;45,5180797;SCUOLA SECONDARIA I GRADO;384
